"AGE","SEXE","TAUX","SITUATIONFAMILIALE","NBENFANTSACHARGE","DEUXIEMEVOITURE","IMMATRICULATION"
70,"M",832,"En Couple",2,"0","3473 TP 10"
65,"M",1197,"En Couple",2,"1","7539 BE 20"
44,"M",771,"Celibataire",0,"0","5559 KU 93"
61,"F",577,"En Couple",3,"0","1533 XL 11"
32,"M",1203,"En Couple",0,"0","3280 KR 85"
42,"F",737,"En Couple",0,"0","3487 AN 55"
29,"M",1071,"Celibataire",0,"0","465 YD 73"
81,"M",1151,"En Couple",3,"0","4936 OL 67"
28,"M",1151,"En Couple",1,"0","9529 VP 61"
40,"M",1135,"Celibataire",0,"0","6595 ST 38"
43,"M",1016,"Celibataire",0,"0","6867 EK 91"
67,"M",849,"Celibataire",1,"0","3116 DL 58"
79,"M",552,"En Couple",2,"1","7339 QA 30"
60,"M",577,"Celibataire",2,"0","8873 HI 39"
26,"M",748,"Celibataire",0,"0","1111 DJ 89"
22,"F",1179,"Celibataire",0,"0","5669 OV 59"
56,"M",1268,"En Couple",2,"0","5193 PE 57"
31,"F",590,"En Couple",2,"0","9131 QC 17"
40,"M",1229,"En Couple",1,"0","7462 WX 57"
20,"M",561,"Celibataire",0,"0","6142 KH 14"
42,"M",1265,"Celibataire",0,"0","4184 MH 43"
52,"M",577,"En Couple",2,"0","5437 QJ 95"
59,"M",733,"En Couple",1,"0","4485 SP 66"
25,"M",566,"En Couple",2,"1","9719 BM 19"
32,"M",579,"En Couple",2,"0","4652 BL 74"
21,"M",586,"En Couple",3,"1","3087 ZO 47"
33,"M",558,"En Couple",4,"1","6461 UE 32"
21,"M",1126,"En Couple",0,"0","3045 HX 32"
52,"M",924,"Celibataire",0,"0","7180 PE 68"
55,"F",555,"En Couple",3,"0","7613 SX 39"
27,"M",754,"En Couple",0,"0","9505 QP 23"
34,"M",586,"Celibataire",2,"0","8485 VJ 52"
37,"M",911,"En Couple",2,"0","5414 XT 87"
43,"M",1310,"En Couple",2,"0","428 TR 23"
19,"F",556,"Celibataire",0,"0","6632 AK 36"
27,"M",568,"Celibataire",1,"0","7642 ZM 21"
29,"M",838,"Celibataire",2,"0","4216 EW 71"
68,"F",1382,"En Couple",1,"0","9293 TC 73"
22,"M",588,"Celibataire",0,"0","7882 CJ 88"
54,"M",592,"En Couple",1,"1","753 HO 15"
28,"M",940,"En Couple",3,"1","592 QS 59"
27,"F",1150,"En Couple",3,"1","5912 OV 39"
47,"F",915,"Celibataire",0,"0","1408 BW 84"
30,"M",875,"En Couple",4,"0","8951 GY 28"
74,"M",586,"Celibataire",2,"0","713 RJ 31"
24,"F",1322,"Celibataire",0,"0","9795 UW 17"
23,"M",749,"En Couple",3,"0","9195 YO 27"
62,"F",1202,"En Couple",0,"0","313 MC 64"
33,"M",856,"En Couple",3,"1","3161 TW 20"
27,"M",1352,"En Couple",4,"0","6329 LA 31"
31,"F",1030,"En Couple",3,"0","678 FZ 35"
66,"M",1181,"En Couple",1,"0","4811 PW 82"
23,"M",592,"En Couple",4,"0","4480 WD 18"
44,"M",1173,"En Couple",2,"0","4948 FQ 38"
59,"M",1101,"En Couple",0,"1","9702 BH 64"
62,"M",1117,"Celibataire",0,"0","9976 LQ 53"
36,"M",916,"En Couple",1,"0","2491 SD 10"
33,"M",955,"En Couple",2,"0","8086 UF 30"
56,"F",552,"En Couple",4,"0","4233 EJ 34"
28,"M",578,"En Couple",2,"0","2063 NL 27"
78,"M",584,"En Couple",2,"1","8450 NY 33"
28,"M",1355,"Celibataire",0,"0","8672 EC 65"
53,"F",713,"En Couple",3,"1","268 OT 46"
32,"F",558,"Celibataire",0,"0","5162 OK 21"
83,"M",1257,"En Couple",1,"0","4633 HI 85"
69,"M",1322,"Celibataire",0,"0","2361 MF 19"
24,"M",1180,"En Couple",0,"1","5061 QN 38"
31,"F",911,"En Couple",1,"1","2119 DV 92"
60,"M",1242,"En Couple",4,"0","5634 AV 73"
40,"M",984,"Celibataire",0,"0","7322 UB 56"
49,"M",1317,"En Couple",1,"0","8526 VX 14"
79,"M",980,"Celibataire",0,"0","944 HX 26"
22,"F",865,"Celibataire",1,"0","2313 WJ 89"
25,"F",571,"Celibataire",0,"0","4722 LY 43"
18,"M",585,"En Couple",2,"0","4506 UT 82"
47,"M",593,"En Couple",1,"0","8253 BA 12"
47,"M",860,"En Couple",1,"0","5336 FF 28"
19,"M",921,"En Couple",2,"0","1607 FG 39"
35,"F",1090,"En Couple",1,"0","97 BU 36"
74,"M",782,"En Couple",0,"0","9534 MH 39"
74,"M",1184,"En Couple",1,"0","2995 KT 92"
36,"M",1380,"Celibataire",0,"0","7445 RV 65"
18,"F",1134,"En Couple",1,"0","8846 FZ 38"
73,"F",1131,"Celibataire",0,"0","9615 ZU 36"
31,"M",1291,"Celibataire",0,"0","8507 XJ 79"
22,"M",569,"Celibataire",0,"0","7204 YX 19"
26,"M",567,"En Couple",1,"0","5136 MU 88"
36,"F",564,"En Couple",2,"0","1142 JQ 25"
34,"F",1082,"Celibataire",0,"0","3626 NP 98"
26,"M",1120,"En Couple",2,"0","4226 LK 91"
41,"M",1252,"En Couple",0,"0","712 ZM 67"
73,"M",880,"Celibataire",0,"0","4774 EL 38"
45,"M",552,"En Couple",4,"0","6267 EU 82"
57,"M",818,"En Couple",4,"1","8731 QE 24"
80,"F",716,"En Couple",0,"1","5863 QB 33"
26,"M",558,"En Couple",3,"0","8601 BB 23"
57,"F",570,"Celibataire",0,"0","5043 YX 21"
75,"M",1051,"En Couple",1,"1","2545 LS 49"
50,"F",1306,"Celibataire",0,"0","2071 FD 98"
18,"M",1295,"En Couple",1,"0","2245 SI 29"
35,"F",1105,"Celibataire",0,"0","5943 OO 66"
23,"M",821,"En Couple",0,"1","870 AA 30"
53,"M",1058,"Celibataire",0,"0","8478 RP 65"
42,"M",586,"Celibataire",0,"0","4740 WU 64"
42,"M",763,"En Couple",1,"0","8073 SR 34"
59,"M",992,"Celibataire",0,"0","5684 JR 56"
24,"F",1147,"En Couple",0,"0","9990 YR 68"
62,"M",1363,"En Couple",4,"0","159 KK 82"
57,"M",1368,"En Couple",1,"0","6476 PK 76"
20,"F",903,"En Couple",3,"0","7040 JB 95"
57,"M",1039,"En Couple",0,"1","2910 OW 23"
39,"M",803,"En Couple",0,"0","1192 OP 31"
56,"F",774,"Celibataire",0,"0","7737 ZE 16"
34,"M",568,"En Couple",1,"0","1296 RC 67"
59,"M",1235,"Celibataire",0,"0","9438 DF 76"
62,"M",923,"Celibataire",0,"0","5120 OV 40"
38,"F",593,"Celibataire",2,"0","4960 WH 38"
52,"M",1164,"Celibataire",0,"0","7916 PF 62"
22,"M",995,"En Couple",4,"0","9288 WI 45"
34,"M",963,"En Couple",0,"0","4634 AQ 84"
25,"F",790,"En Couple",2,"0","8562 GL 79"
30,"M",1334,"En Couple",1,"0","7676 WW 75"
35,"M",1071,"En Couple",2,"0","2034 WE 13"
56,"M",904,"En Couple",1,"0","8842 AF 52"
29,"F",596,"En Couple",3,"0","5967 NL 82"
57,"F",1316,"En Couple",1,"1","5894 KG 92"
21,"M",1112,"En Couple",4,"0","7872 CA 51"
67,"F",950,"Celibataire",0,"0","1738 DZ 25"
28,"F",831,"Celibataire",0,"0","9193 HC 89"
25,"M",1231,"En Couple",3,"0","4788 VU 14"
27,"F",1334,"En Couple",1,"0","4618 IO 43"
52,"M",555,"En Couple",2,"0","569 DE 55"
23,"M",1347,"En Couple",3,"1","8133 BC 49"
56,"M",561,"En Couple",1,"0","8287 MN 31"
41,"F",1313,"En Couple",2,"0","8076 ZK 32"
29,"M",930,"Celibataire",0,"0","7859 JX 15"
33,"M",763,"Celibataire",0,"0","6875 SC 65"
21,"M",590,"Celibataire",0,"0","357 DW 22"
26,"M",955,"En Couple",2,"0","8849 FX 63"
30,"M",550,"En Couple",1,"0","1661 GT 80"
36,"M",921,"En Couple",1,"0","2975 ND 15"
61,"F",1224,"En Couple",2,"1","5696 FN 88"
30,"M",1026,"Celibataire",0,"0","2150 SB 38"
56,"M",712,"En Couple",4,"1","958 HC 73"
59,"F",548,"Celibataire",0,"0","7110 ZJ 40"
29,"M",1002,"En Couple",4,"0","9125 VF 38"
28,"M",932,"En Couple",4,"0","2228 RG 42"
37,"F",820,"Celibataire",0,"0","8943 CA 13"
54,"M",583,"En Couple",1,"0","8234 AL 42"
34,"F",1019,"En Couple",4,"0","8817 CZ 62"
28,"F",568,"En Couple",3,"1","2419 ZU 73"
55,"F",1195,"En Couple",2,"0","5056 QR 81"
18,"M",1277,"En Couple",3,"0","830 IX 28"
44,"M",1063,"En Couple",4,"0","2402 CQ 84"
27,"M",887,"En Couple",0,"0","3872 OE 54"
37,"M",1319,"En Couple",1,"1","2466 NH 95"
21,"F",705,"Celibataire",0,"0","4112 LL 85"
48,"M",856,"En Couple",0,"0","8419 DB 72"
39,"M",547,"En Couple",2,"0","4959 IV 94"
29,"M",556,"En Couple",4,"0","5016 TX 82"
32,"F",1132,"En Couple",1,"0","1890 YY 62"
28,"F",1027,"Celibataire",1,"0","3981 EF 24"
25,"M",1202,"Celibataire",0,"0","4814 SY 24"
29,"M",1317,"Celibataire",0,"0","6660 BG 77"
34,"M",551,"En Couple",3,"0","6413 IB 26"
23,"M",840,"En Couple",1,"0","4908 OW 43"
22,"M",844,"En Couple",3,"0","3546 SP 35"
61,"M",1096,"Celibataire",2,"0","2975 TI 66"
57,"M",723,"Celibataire",0,"0","5823 WX 56"
33,"F",573,"En Couple",3,"1","7851 ST 63"
21,"M",569,"Celibataire",0,"0","2491 PA 91"
23,"M",567,"En Couple",0,"0","5878 VA 19"
21,"M",749,"Celibataire",0,"0","3522 SN 37"
21,"F",865,"En Couple",1,"0","3402 LF 97"
35,"M",1249,"Celibataire",0,"0","8783 IR 69"
36,"F",1122,"En Couple",3,"0","4432 KQ 58"
24,"M",960,"En Couple",2,"0","1345 SC 55"
81,"M",1392,"Celibataire",0,"0","3227 OH 10"
55,"M",828,"En Couple",0,"0","4607 KL 67"
26,"M",1026,"En Couple",3,"0","7734 FJ 73"
27,"F",564,"En Couple",2,"0","7525 FQ 70"
82,"M",1253,"En Couple",1,"0","2054 WI 51"
19,"F",548,"En Couple",3,"0","868 FA 39"
20,"M",826,"Celibataire",0,"0","7531 TJ 36"
36,"F",548,"En Couple",0,"1","7565 KN 91"
20,"M",596,"En Couple",0,"0","4352 ZU 40"
33,"M",562,"Celibataire",1,"0","9172 EH 67"
50,"M",1320,"Celibataire",0,"0","9862 IR 96"
27,"M",545,"En Couple",1,"0","5157 NF 13"
38,"M",570,"Celibataire",0,"0","7472 UG 90"
50,"M",553,"En Couple",1,"0","8580 PK 63"
22,"M",1267,"En Couple",0,"1","8286 GT 48"
66,"M",732,"En Couple",1,"0","4247 BP 15"
23,"F",1306,"Celibataire",0,"0","8353 GC 81"
58,"M",907,"Celibataire",0,"0","1252 TU 39"
59,"M",983,"En Couple",0,"0","7083 ZF 23"
83,"M",799,"Celibataire",0,"0","7594 XT 63"
63,"M",575,"En Couple",4,"0","2755 UH 32"
24,"M",850,"En Couple",2,"1","7257 EZ 14"
61,"F",580,"En Couple",0,"0","4260 JA 86"
25,"M",844,"En Couple",4,"0","3553 EU 71"
44,"M",1044,"En Couple",1,"0","5247 QV 13"
45,"M",883,"Celibataire",0,"0","5466 GZ 30"
69,"M",569,"En Couple",0,"0","7261 ON 24"
26,"M",1323,"Celibataire",0,"0","7857 YB 57"
83,"F",586,"En Couple",0,"0","2499 QR 53"
21,"M",1135,"En Couple",3,"1","607 XW 51"
19,"F",791,"En Couple",2,"0","5180 WF 84"
18,"M",904,"En Couple",1,"0","5393 JD 75"
35,"F",1378,"En Couple",4,"0","6060 SB 25"
18,"M",1134,"Celibataire",0,"0","8585 PQ 44"
27,"M",766,"En Couple",1,"0","1582 QF 69"
40,"M",564,"Celibataire",0,"0","34 GU 97"
39,"M",1394,"Celibataire",0,"0","2447 JM 53"
67,"M",726,"Celibataire",0,"0","4740 HU 32"
50,"F",583,"En Couple",0,"1","6952 TB 66"
19,"M",1396,"En Couple",4,"0","8913 FO 98"
23,"F",1108,"En Couple",1,"0","8788 DF 29"
23,"M",999,"Celibataire",0,"0","8781 BR 78"
46,"M",554,"En Couple",2,"0","2280 UB 62"
57,"M",801,"En Couple",1,"0","5044 BM 28"
23,"M",1259,"En Couple",0,"1","6751 QE 80"
64,"M",578,"En Couple",2,"0","9506 TG 47"
49,"M",723,"En Couple",2,"0","6649 UC 25"
35,"F",838,"En Couple",3,"0","1522 AJ 11"
59,"M",548,"Celibataire",0,"0","3113 MD 93"
62,"M",941,"Celibataire",0,"0","4397 TD 53"
40,"F",871,"En Couple",0,"0","3453 EG 27"
42,"M",576,"En Couple",1,"1","9689 FV 69"
44,"F",1285,"En Couple",0,"1","1599 OE 38"
58,"M",753,"En Couple",2,"0","9240 HS 31"
18,"M",559,"En Couple",4,"0","6022 VQ 88"
57,"M",1345,"Celibataire",0,"0","6790 GY 46"
20,"M",599,"En Couple",1,"0","7357 SC 77"
26,"M",1139,"En Couple",2,"0","7097 EQ 67"
51,"F",1003,"En Couple",0,"0","1025 JN 24"
65,"M",548,"En Couple",4,"0","3439 YZ 33"
29,"F",595,"Celibataire",0,"0","9962 VS 63"
27,"F",546,"En Couple",0,"1","3920 DW 63"
29,"F",1260,"En Couple",1,"1","5033 TN 68"
18,"F",554,"En Couple",0,"1","6429 QQ 10"
23,"M",1162,"En Couple",1,"0","986 ZZ 59"
25,"M",1137,"Celibataire",0,"0","3260 UP 98"
76,"F",779,"En Couple",1,"0","1655 TZ 49"
50,"M",1185,"Celibataire",0,"0","31 OF 77"
83,"F",545,"Celibataire",0,"0","6978 FK 70"
49,"F",551,"En Couple",2,"0","6219 LT 78"
69,"F",993,"En Couple",3,"0","6013 VI 21"
21,"M",1009,"Celibataire",0,"0","8868 KI 80"
30,"M",1390,"En Couple",1,"1","3171 VV 70"
53,"F",1290,"En Couple",2,"0","6945 VN 16"
55,"M",1007,"En Couple",2,"1","1168 FS 40"
25,"M",1171,"Celibataire",2,"0","9159 HZ 10"
29,"M",797,"Celibataire",0,"0","2159 KJ 32"
23,"M",925,"Celibataire",3,"0","4778 IM 62"
61,"M",1054,"Celibataire",0,"0","826 FP 52"
48,"F",596,"En Couple",4,"0","2642 WT 87"
79,"M",1229,"En Couple",1,"0","419 XM 87"
20,"M",550,"Celibataire",0,"0","8419 SL 39"
24,"M",909,"En Couple",1,"0","6893 KO 94"
23,"M",818,"Celibataire",0,"0","4086 RS 31"
58,"F",1233,"En Couple",0,"1","2172 MX 94"
37,"M",1249,"Celibataire",0,"0","6989 HH 93"
65,"M",766,"Celibataire",0,"0","4429 BB 68"
30,"M",573,"Celibataire",0,"0","3270 JT 39"
23,"M",594,"Celibataire",0,"0","3980 FJ 92"
37,"M",1263,"En Couple",0,"0","860 ZU 22"
56,"M",599,"Celibataire",1,"0","6600 EQ 75"
24,"F",855,"Celibataire",0,"0","9369 PU 88"
44,"F",1011,"En Couple",2,"1","2280 YD 72"
52,"M",777,"En Couple",2,"0","274 TI 50"
62,"M",890,"En Couple",2,"1","6439 HI 95"
23,"M",1036,"En Couple",0,"0","8195 JX 25"
43,"M",545,"Celibataire",0,"0","2065 PW 46"
33,"M",781,"En Couple",4,"1","1602 PU 86"
32,"F",943,"Celibataire",0,"0","9480 WS 70"
42,"M",973,"Celibataire",0,"0","6492 UJ 86"
70,"M",921,"Celibataire",0,"0","2140 IP 31"
29,"M",1028,"Celibataire",0,"0","7894 WO 47"
56,"M",847,"Celibataire",0,"0","3757 OJ 85"
31,"F",579,"En Couple",4,"0","6407 MT 76"
57,"M",1213,"En Couple",1,"0","5186 JR 55"
79,"M",815,"Celibataire",3,"0","9904 QJ 24"
73,"F",701,"Celibataire",0,"0","1999 WD 56"
40,"M",924,"Celibataire",0,"0","4042 XD 91"
21,"M",1084,"En Couple",2,"0","8359 GV 64"
54,"M",593,"En Couple",3,"0","875 MQ 39"
43,"F",1306,"En Couple",2,"0","1931 GI 39"
18,"F",570,"Celibataire",2,"0","3112 IF 59"
37,"M",858,"En Couple",3,"0","1362 EJ 62"
27,"M",889,"En Couple",4,"0","5352 LP 21"
61,"M",1009,"Celibataire",0,"0","2646 UD 53"
25,"M",1059,"Celibataire",0,"0","1563 WK 43"
28,"M",765,"Celibataire",0,"0","9101 PT 38"
26,"M",1272,"Celibataire",0,"0","7876 BR 54"
54,"M",1221,"En Couple",1,"0","6540 HJ 75"
57,"M",551,"En Couple",0,"0","9142 SP 73"
19,"M",580,"Celibataire",0,"0","5772 NS 78"
76,"M",777,"En Couple",3,"1","4605 GW 36"
42,"M",767,"En Couple",3,"0","6265 WH 97"
63,"F",1148,"En Couple",4,"0","6447 RJ 54"
20,"M",751,"En Couple",0,"0","1755 BJ 11"
49,"M",1397,"Celibataire",1,"0","1029 KG 98"
27,"M",769,"Celibataire",0,"0","1457 SJ 17"
33,"F",558,"En Couple",4,"0","4947 EE 91"
23,"M",819,"En Couple",2,"0","1348 RX 21"
61,"F",1359,"En Couple",0,"0","4002 QR 42"
59,"M",1058,"En Couple",4,"1","7021 HB 37"
56,"F",1220,"En Couple",2,"1","1884 YC 26"
35,"M",1004,"En Couple",3,"0","1448 QE 59"
42,"F",1255,"Celibataire",0,"0","9441 CI 90"
66,"M",550,"En Couple",4,"0","2477 UV 96"
84,"F",559,"En Couple",3,"0","7424 OH 80"
81,"M",741,"En Couple",0,"0","6730 IM 57"
76,"M",821,"En Couple",2,"0","4566 TA 36"
45,"M",736,"En Couple",1,"0","5227 RI 84"
42,"M",589,"En Couple",0,"0","4585 LV 24"
19,"F",750,"En Couple",1,"0","1150 KJ 49"
44,"M",582,"En Couple",2,"0","5053 HC 12"
68,"M",592,"Celibataire",0,"0","3830 LR 59"
20,"F",866,"Celibataire",0,"0","5174 HN 68"
83,"M",998,"En Couple",2,"0","3348 WZ 63"
32,"F",932,"En Couple",4,"0","3627 QE 81"
27,"M",1131,"Celibataire",0,"0","2405 LQ 29"
45,"M",833,"Celibataire",0,"0","6867 MN 19"
19,"M",1221,"Celibataire",0,"0","6096 VN 88"
83,"M",1384,"Celibataire",3,"0","4715 UU 84"
42,"M",1323,"En Couple",0,"0","2485 UD 23"
36,"F",1261,"Celibataire",3,"0","3197 KU 29"
36,"F",1258,"En Couple",3,"1","3272 QS 77"
22,"M",555,"En Couple",1,"1","6484 RH 83"
42,"F",1301,"En Couple",1,"0","3065 XB 91"
38,"F",961,"En Couple",2,"0","2883 HA 81"
37,"F",556,"Celibataire",0,"0","1674 QW 78"
33,"M",556,"En Couple",0,"0","1089 ZE 25"
80,"M",1043,"En Couple",3,"0","6082 GZ 18"
38,"M",588,"En Couple",0,"0","4876 BU 61"
58,"M",1390,"En Couple",2,"0","7755 MG 76"
67,"M",1124,"Celibataire",0,"0","4658 ZS 44"
40,"M",952,"Celibataire",0,"0","5012 VH 73"
27,"M",749,"Celibataire",0,"0","4559 CW 49"
56,"F",551,"En Couple",0,"1","6045 DF 93"
40,"F",917,"Celibataire",0,"0","7699 MY 22"
27,"M",1289,"Celibataire",0,"0","7921 AV 43"
30,"M",567,"En Couple",1,"1","4636 DM 91"
25,"F",757,"En Couple",0,"1","6907 EN 66"
50,"F",1242,"Celibataire",0,"0","5765 CP 50"
35,"M",944,"Celibataire",0,"0","2887 AJ 43"
25,"M",1115,"En Couple",1,"1","2807 QU 35"
34,"M",1071,"Celibataire",0,"0","4764 XR 58"
41,"M",1196,"Celibataire",0,"0","6500 ET 48"
30,"F",572,"En Couple",0,"1","6601 PG 85"
80,"M",553,"En Couple",2,"0","2784 IA 51"
18,"F",1309,"En Couple",2,"0","4572 GD 92"
45,"M",1008,"En Couple",3,"1","4958 CR 51"
76,"M",746,"En Couple",1,"0","3738 IV 35"
23,"M",958,"En Couple",2,"0","4756 MC 64"
29,"M",555,"Celibataire",0,"0","2959 ZF 67"
49,"F",1157,"Celibataire",0,"0","9242 ZP 92"
43,"F",576,"En Couple",4,"0","5425 KL 61"
49,"F",1035,"En Couple",1,"1","5486 EO 72"
46,"M",581,"En Couple",2,"0","7914 TS 54"
46,"M",970,"En Couple",3,"1","3488 OM 62"
54,"M",1000,"En Couple",0,"1","6738 ED 65"
41,"M",577,"En Couple",0,"0","7099 PO 68"
45,"M",575,"En Couple",4,"0","4717 ZO 87"
18,"M",1391,"En Couple",2,"0","9972 JR 91"
32,"F",563,"En Couple",1,"0","1041 BS 72"
56,"M",1331,"Celibataire",0,"0","7828 JR 15"
82,"F",1274,"Celibataire",0,"0","3591 ZR 96"
41,"M",1251,"En Couple",2,"1","4718 XQ 13"
42,"F",805,"Celibataire",1,"0","4067 QY 68"
39,"M",859,"En Couple",1,"0","2285 CH 55"
62,"M",1061,"En Couple",1,"0","8656 FK 69"
52,"F",594,"En Couple",1,"1","1165 PT 78"
51,"M",1217,"En Couple",1,"0","5138 IR 82"
43,"M",561,"En Couple",2,"0","358 TF 13"
45,"M",564,"En Couple",3,"0","5543 OP 69"
50,"M",547,"Celibataire",0,"0","2989 HW 92"
25,"M",855,"En Couple",0,"0","7032 TZ 33"
82,"M",587,"En Couple",2,"0","9815 VN 44"
79,"M",1261,"En Couple",3,"0","2508 KL 15"
19,"F",570,"En Couple",0,"0","5484 LI 56"
33,"F",1267,"Celibataire",0,"0","6606 KX 96"
44,"M",1344,"En Couple",3,"0","2083 XS 98"
18,"F",741,"En Couple",3,"0","7070 ZZ 23"
35,"M",1086,"En Couple",3,"0","9729 ON 37"
79,"F",780,"En Couple",0,"0","509 CU 49"
55,"F",559,"En Couple",2,"0","1560 PL 76"
48,"M",583,"Celibataire",1,"0","9236 XN 43"
42,"F",1215,"Celibataire",0,"0","4247 TC 64"
62,"M",851,"Celibataire",0,"0","3860 CE 10"
24,"M",554,"Celibataire",0,"0","8642 WR 47"
26,"M",1270,"En Couple",1,"0","3031 OT 72"
37,"M",1238,"En Couple",0,"0","2576 FB 62"
45,"M",1071,"En Couple",4,"0","1606 VF 24"
22,"M",886,"En Couple",1,"0","4786 TY 43"
23,"F",598,"Celibataire",0,"0","8619 HI 77"
71,"M",1382,"En Couple",0,"0","2526 IW 42"
73,"M",1273,"En Couple",1,"0","5355 SD 51"
84,"M",561,"En Couple",0,"0","873 AC 91"
19,"M",584,"En Couple",1,"0","7150 YW 36"
69,"M",1013,"En Couple",3,"0","5351 TO 23"
26,"F",564,"Celibataire",0,"0","3897 CZ 85"
35,"M",978,"Celibataire",3,"0","5584 CX 35"
33,"M",1250,"En Couple",1,"0","7888 AP 59"
84,"F",1393,"En Couple",4,"0","8374 TQ 36"
24,"M",1106,"Celibataire",0,"0","8397 YG 18"
27,"M",1267,"Celibataire",0,"0","6888 AX 57"
62,"M",1021,"En Couple",0,"0","7927 IM 78"
54,"M",1105,"En Couple",4,"0","5735 IO 12"
37,"M",594,"En Couple",0,"0","3809 YB 90"
58,"M",1125,"Celibataire",0,"0","1493 UO 28"
51,"M",1240,"Celibataire",0,"0","1478 MP 73"
34,"F",1226,"En Couple",0,"0","5822 VV 80"
50,"F",1277,"Celibataire",0,"0","6651 PD 69"
45,"F",1363,"En Couple",0,"0","9817 ZS 85"
34,"M",845,"Celibataire",0,"0","0 YI 68"
78,"M",584,"Celibataire",0,"0","9490 XM 96"
45,"F",594,"En Couple",4,"0","1065 IU 36"
48,"M",596,"Celibataire",0,"0","1919 VL 65"
28,"M",750,"En Couple",0,"0","4257 UY 80"
35,"F",1175,"Celibataire",3,"0","1688 TR 81"
46,"M",551,"Celibataire",0,"0","7369 IA 84"
41,"M",1204,"En Couple",2,"0","1873 NO 74"
26,"F",577,"En Couple",3,"0","213 VS 92"
21,"M",1120,"Celibataire",0,"0","6439 FM 60"
20,"M",557,"Celibataire",0,"0","8203 JF 96"
55,"M",582,"En Couple",2,"0","6565 BY 27"
51,"F",859,"En Couple",3,"1","3323 JT 97"
40,"M",1080,"En Couple",0,"1","2359 MV 72"
29,"F",1137,"En Couple",1,"1","4856 NW 25"
23,"F",550,"En Couple",0,"0","6853 QE 63"
58,"F",1231,"En Couple",4,"0","8935 JP 24"
50,"F",1203,"Celibataire",2,"0","1403 HK 18"
24,"M",1339,"Celibataire",0,"0","1474 CX 29"
40,"M",1058,"Celibataire",0,"0","6592 XS 47"
38,"M",1037,"Celibataire",0,"0","6437 DP 14"
26,"F",594,"En Couple",0,"0","4662 HB 18"
19,"M",911,"En Couple",0,"0","2800 DM 37"
84,"F",854,"En Couple",1,"1","4196 LW 67"
71,"F",1160,"En Couple",1,"0","3384 ME 66"
34,"F",599,"Celibataire",0,"0","9599 CS 13"
31,"M",1159,"Celibataire",2,"0","5690 LK 30"
22,"M",577,"En Couple",0,"0","2100 TB 48"
30,"F",1187,"En Couple",4,"0","2176 UR 72"
19,"M",1016,"En Couple",0,"0","4413 LQ 78"
49,"M",584,"En Couple",3,"0","1082 JC 96"
71,"M",1272,"Celibataire",0,"0","1936 SM 50"
42,"F",1172,"En Couple",2,"0","6443 JI 48"
32,"M",977,"Celibataire",0,"0","6954 UW 24"
60,"F",877,"En Couple",4,"0","4403 II 80"
72,"M",710,"Celibataire",0,"0","1522 QZ 43"
61,"M",581,"Celibataire",0,"0","8245 YD 27"
73,"M",1269,"Celibataire",0,"0","958 FE 82"
34,"F",1112,"En Couple",0,"0","2006 OJ 54"
64,"F",595,"En Couple",0,"0","1312 BM 81"
52,"F",1004,"Celibataire",0,"0","978 MK 21"
79,"F",788,"En Couple",0,"0","8142 RK 50"
32,"F",594,"En Couple",4,"0","3180 UA 71"
51,"M",965,"En Couple",1,"0","5264 CR 13"
78,"M",1365,"Celibataire",0,"0","3518 KD 19"
26,"M",852,"En Couple",4,"1","5488 GV 51"
27,"M",752,"En Couple",2,"0","6289 BE 77"
42,"M",579,"En Couple",0,"0","3808 LC 97"
48,"M",554,"En Couple",1,"1","8811 PX 83"
41,"M",1080,"Celibataire",0,"0","8877 KG 44"
32,"M",1343,"En Couple",0,"1","8373 CJ 89"
50,"M",597,"Celibataire",0,"0","8803 MW 12"
80,"M",578,"En Couple",3,"0","6767 CF 82"
48,"M",1091,"En Couple",1,"0","778 JS 90"
27,"M",1158,"En Couple",3,"0","1213 PT 60"
24,"M",594,"En Couple",0,"0","4222 UW 42"
52,"M",1309,"Celibataire",1,"0","6677 KS 78"
20,"M",988,"Celibataire",0,"0","6536 QN 82"
42,"M",1100,"Celibataire",0,"0","8354 VO 87"
40,"M",1236,"Celibataire",2,"0","6971 RC 91"
47,"M",801,"Celibataire",0,"0","7895 DJ 97"
29,"F",1032,"En Couple",3,"0","6619 BS 20"
51,"M",594,"Celibataire",0,"0","7182 XI 71"
40,"M",1254,"En Couple",1,"0","99 OH 63"
24,"M",581,"Celibataire",2,"0","3965 KR 32"
45,"M",1196,"Celibataire",0,"0","9133 RF 71"
54,"F",1049,"En Couple",1,"0","854 ET 77"
43,"F",988,"En Couple",3,"0","8659 BL 71"
38,"M",1153,"En Couple",0,"0","7710 RR 46"
62,"M",1043,"En Couple",1,"0","9832 HR 32"
70,"M",1189,"En Couple",2,"0","4228 UI 86"
42,"M",1360,"Celibataire",0,"0","7347 OY 82"
55,"M",1142,"En Couple",3,"0","5697 FG 93"
58,"F",871,"Celibataire",0,"0","8338 YO 48"
52,"F",1150,"Celibataire",0,"0","9806 ZK 39"
41,"M",577,"Celibataire",0,"0","1162 BE 41"
31,"M",732,"En Couple",3,"1","440 YJ 63"
23,"M",1252,"Celibataire",0,"0","2818 ET 22"
29,"F",736,"Celibataire",0,"0","8301 YR 36"
28,"M",998,"En Couple",0,"0","7708 JX 85"
50,"M",805,"En Couple",2,"1","7466 PV 44"
44,"M",554,"En Couple",1,"0","2609 RD 67"
